,x_ones,x_Mkt-RF,x_SMB,x_HML,x_RMW,x_CMA,y_exp_return
2021-09-23,1.0,1.28,0.46,0.93,-1.01,0.2,1.695731288595126
2021-09-24,1.0,0.08,-0.39,0.7,0.58,0.25,-0.3297206491662319
2021-09-27,1.0,-0.1,1.71,2.43,-0.26,0.72,2.2306243310759033
2021-09-28,1.0,-2.18,0.0,1.75,0.84,1.07,-6.139059536079783
2021-09-29,1.0,0.03,-0.2,0.8,1.16,0.33,-1.1524805039729302
2021-09-30,1.0,-1.02,0.08,-0.77,-1.22,-0.36,2.541109208302994
2021-10-01,1.0,1.1,0.47,0.5,-0.1,0.61,-0.43732222639816243
2021-10-04,1.0,-1.43,0.4,2.33,0.7,1.06,-2.0595418967338186
2021-10-05,1.0,1.05,-0.57,-0.07,-0.07,-0.31,1.4650202056545325
2021-10-06,1.0,0.33,-1.0,-0.49,0.33,-0.69,1.7974677093980818
2021-10-07,1.0,1.01,0.46,-0.17,-0.08,0.06,2.7113060354517993
2021-10-08,1.0,-0.28,-0.45,1.12,0.1,0.6,-1.3057768243283974
2021-10-11,1.0,-0.72,0.22,-0.28,-0.03,0.29,-0.3616954713957954
2021-10-12,1.0,-0.06,0.56,-0.44,-0.89,-0.25,0.34390581706347234
2021-10-13,1.0,0.43,-0.08,-1.06,-0.47,-0.77,3.9223178890633426
2021-10-14,1.0,1.65,-0.37,-0.27,-0.01,-0.14,2.5925193355801124
2021-10-15,1.0,0.63,-1.13,0.3,0.37,-0.05,0.11608615527489707
2021-10-18,1.0,0.41,-0.41,-0.01,0.56,-0.05,3.844093340182453
2021-10-19,1.0,0.71,-0.47,-0.23,-0.16,0.09,-0.08588720592543897
2021-10-20,1.0,0.34,0.23,1.19,0.29,0.51,0.051575309592855056
2021-10-21,1.0,0.37,0.03,-0.95,0.33,-0.63,2.525992316198722
2021-10-22,1.0,-0.25,0.0,1.01,0.45,0.51,0.4106241986514547
2021-10-25,1.0,0.58,0.37,-0.15,-0.42,-0.36,2.1198472058058693
2021-10-26,1.0,0.04,-0.78,-0.31,-0.37,-0.14,0.46583825758497177
2021-10-27,1.0,-0.76,-0.95,-1.18,0.85,-0.61,-0.5287574426627084
2021-10-28,1.0,1.14,0.82,-0.5,-0.33,-0.17,-0.9159266669678146
2021-10-29,1.0,0.22,0.14,-0.83,0.55,-0.8,-0.7675802881034643
2021-11-01,1.0,0.51,2.05,0.44,-1.12,0.03,4.158695716872107
2021-11-02,1.0,0.24,-0.32,-0.54,0.41,0.14,1.9164687631955557
2021-11-03,1.0,0.8,1.44,-0.12,0.21,-0.39,2.272194302504582
2021-11-04,1.0,0.39,-0.28,-1.37,0.65,-0.72,5.339769620689383
2021-11-05,1.0,0.38,0.79,1.19,0.01,1.3,-0.8436390269886407
2021-11-08,1.0,0.18,0.02,0.07,-0.5,-0.08,10.136429291056093
2021-11-09,1.0,-0.35,-0.15,0.45,0.58,0.28,-0.8257894665175458
2021-11-10,1.0,-1.07,-0.31,0.93,1.38,-0.08,-6.077090493575521
2021-11-11,1.0,0.24,0.63,0.33,0.14,0.11,4.389790236643787
2021-11-12,1.0,0.74,-0.46,-0.91,0.39,-0.3,1.2875864348618205
2021-11-15,1.0,-0.02,-0.46,0.71,0.56,0.48,-0.9466454136603186
2021-11-16,1.0,0.5,-0.17,-0.72,0.19,-0.64,4.068531115835228
2021-11-17,1.0,-0.47,-0.64,-0.25,0.81,0.16,-0.7281079911916399
2021-11-18,1.0,0.06,-0.76,-0.07,1.26,-0.09,2.431616243966417
2021-11-19,1.0,-0.2,-0.41,-1.28,1.05,-0.59,0.25158004057526107
2021-11-22,1.0,-0.61,0.05,2.76,1.24,1.59,-1.8595967579615014
2021-11-23,1.0,-0.03,-0.2,1.75,0.24,1.15,-1.7046984203271998
2021-11-24,1.0,0.3,-0.13,-0.87,-0.52,-0.2,5.256139927331449
2021-11-26,1.0,-2.22,-1.28,-0.92,0.25,-0.61,-1.8948069932440692
2021-11-29,1.0,1.11,-1.31,-0.79,0.38,-0.32,4.586271051925017
2021-11-30,1.0,-1.95,0.16,-1.13,-0.11,0.43,-2.1864050798921175
2021-12-01,1.0,-1.61,-0.47,1.11,2.29,0.74,-5.847063706722921
2021-12-02,1.0,1.51,1.0,1.27,-0.65,0.04,1.0529086305433921
2021-12-03,1.0,-1.21,-0.86,1.07,1.78,1.0,-4.42659841595372
2021-12-06,1.0,1.19,0.83,0.63,0.09,0.61,-3.43725931328136
2021-12-07,1.0,2.22,-0.16,-1.79,-1.45,-0.43,4.163676575991748
2021-12-08,1.0,0.47,0.34,-0.83,-0.97,0.2,0.26924361285129983
2021-12-09,1.0,-1.07,-1.07,1.57,1.42,0.97,-4.9160004954588725
2021-12-10,1.0,0.7,-0.87,0.5,1.38,0.77,0.32584860851119224
2021-12-13,1.0,-1.04,-0.29,-0.98,0.3,-0.31,-3.428365135600575
2021-12-14,1.0,-0.76,-0.35,1.64,0.4,0.17,1.345293729972119
2021-12-15,1.0,1.62,0.02,-1.91,0.05,-0.36,8.038343219662858
2021-12-16,1.0,-1.2,-0.86,2.78,0.64,0.64,-5.3651881299328075
2021-12-17,1.0,-0.65,1.47,-2.33,-1.7,-0.37,-0.6419499376562277
2021-12-20,1.0,-1.27,-0.22,-0.41,0.04,0.16,-1.4156057700487779
2021-12-21,1.0,2.06,0.67,0.19,-1.08,-0.19,6.222383474484627
2021-12-22,1.0,0.97,0.18,-0.36,0.34,0.08,-0.25649574848353174
2021-12-23,1.0,0.71,0.29,-0.48,-0.36,-0.39,1.5707495344309041
2021-12-27,1.0,1.22,-0.13,0.29,0.97,0.48,5.624744255531566
2021-12-28,1.0,-0.27,-0.41,0.81,0.84,0.2,-0.7838861810590347
2021-12-29,1.0,0.06,-0.03,0.17,0.69,0.0,-3.1929478188250093
2021-12-30,1.0,-0.15,0.08,-0.4,-0.83,-0.42,-2.0976667513691094
2021-12-31,1.0,-0.31,0.18,0.53,0.36,0.4,-0.8611781278416442
2022-01-03,1.0,0.73,0.43,0.78,-1.17,0.6,4.405845632794425
2022-01-04,1.0,-0.29,-0.07,3.62,0.63,1.47,-3.873806650308964
2022-01-05,1.0,-2.28,-0.94,2.6,1.41,1.22,-5.726356721585413
2022-01-06,1.0,0.0,0.38,1.75,-0.55,-0.02,0.05876006951239798
2022-01-07,1.0,-0.48,-0.96,2.02,-0.12,0.85,-3.105039903252349
2022-01-10,1.0,-0.15,-0.3,-0.28,-0.04,-0.38,0.0
2022-01-11,1.0,1.1,-0.2,-0.3,-1.26,0.38,4.022725423177076
2022-01-12,1.0,0.12,-0.85,0.5,0.76,0.27,0.11652732135625232
2022-01-13,1.0,-1.57,0.86,2.41,1.17,1.01,-3.440747570770164
2022-01-14,1.0,0.08,0.04,0.54,-0.84,0.48,3.1188784227236255
2022-01-18,1.0,-2.08,-0.9,1.37,0.8,0.97,-3.616315042704099
2022-01-19,1.0,-1.01,-0.36,-0.67,0.25,0.08,-2.7741898025528955
2022-01-20,1.0,-1.14,-0.83,-0.23,-0.3,0.13,-4.973886856088816
2022-01-21,1.0,-2.1,0.38,0.49,1.03,0.47,-2.5268700028529656
2022-01-24,1.0,0.53,1.75,-0.25,-0.07,-0.65,-1.9190293966401595
2022-01-25,1.0,-1.43,-0.19,2.79,-0.78,1.61,-4.634001186343695
2022-01-26,1.0,-0.3,-1.06,0.09,0.42,-0.05,-0.37793411259388066
2022-01-27,1.0,-0.79,-1.47,0.79,1.06,0.96,-7.325445467815028
2022-01-28,1.0,2.45,-0.61,-2.07,0.17,0.25,2.5730988585875414
2022-01-31,1.0,2.34,0.72,-2.86,-1.82,-1.58,8.561385708021096
2022-02-01,1.0,0.87,0.12,0.65,-1.07,0.38,2.214440944679974
2022-02-02,1.0,0.48,-1.58,0.72,1.48,0.49,5.120742780820908
2022-02-03,1.0,-2.49,0.44,2.18,0.42,1.32,-2.1831217485657084
2022-02-04,1.0,0.89,-0.28,-0.6,-1.7,-1.1,2.9313762403325283
2022-02-07,1.0,-0.25,0.65,0.23,-0.7,-0.01,0.05663405800031551
2022-02-08,1.0,1.02,0.73,-0.28,0.92,-0.46,3.6872302305401172
2022-02-09,1.0,1.61,0.03,-1.95,-1.1,-0.23,3.602909248935071
2022-02-10,1.0,-1.69,0.03,1.23,-0.56,0.32,-5.329325656885953
2022-02-11,1.0,-1.92,0.91,2.13,-0.18,1.44,-10.010333683653394
2022-02-14,1.0,-0.35,0.09,-0.59,0.68,-0.2,0.963064441554673
2022-02-15,1.0,1.87,1.03,-1.42,-0.68,-0.83,6.300870560210692
2022-02-16,1.0,-0.02,0.04,0.31,0.59,0.4,-3.1118784401992894
2022-02-17,1.0,-2.28,-0.05,1.1,0.88,1.44,-4.52034971914701
2022-02-18,1.0,-0.87,0.1,0.94,1.05,0.43,1.2992783205365344
2022-02-22,1.0,-1.18,-0.36,0.11,-0.05,0.15,1.5988752223033753
2022-02-23,1.0,-1.96,0.06,1.26,0.02,1.04,-5.092952280100437
2022-02-24,1.0,1.89,0.72,-3.86,-1.79,-1.72,6.240887701167419
2022-02-25,1.0,2.23,-0.14,1.22,0.36,-0.21,3.8161366306065814
2022-02-28,1.0,0.05,0.41,-0.5,-0.8,0.3,1.8833626509808354
2022-03-01,1.0,-1.57,-0.28,-0.81,-0.39,0.55,-7.7103898080094435
2022-03-02,1.0,1.81,0.61,1.34,0.52,0.38,3.909335743354214
2022-03-03,1.0,-0.88,-0.22,1.52,1.23,1.21,-5.326340452639567
2022-03-04,1.0,-1.1,-0.5,0.68,0.4,1.18,-3.188068929990051
2022-03-07,1.0,-3.12,0.73,0.89,-0.67,1.33,-5.036441776060496
2022-03-08,1.0,-0.52,0.97,0.32,-1.13,-0.22,2.5060727610820344
2022-03-09,1.0,2.8,0.0,-2.09,-0.42,-1.53,5.230744182993274
2022-03-10,1.0,-0.47,0.31,1.16,-0.33,0.34,-4.133276759250393
2022-03-11,1.0,-1.49,-0.13,1.79,0.98,0.59,-2.0383225508235125
2022-03-14,1.0,-1.06,-0.85,1.77,2.18,0.04,-1.9560848572431233
2022-03-15,1.0,2.15,-0.49,-2.39,0.75,-0.99,6.92420716973563
2022-03-16,1.0,2.61,0.44,-1.83,-1.17,-1.52,5.524559420442365
2022-03-17,1.0,1.43,0.16,-1.09,-1.59,-0.14,-3.1897375553150975
2022-03-18,1.0,1.33,-0.19,-1.85,-0.54,-0.8,1.584740446214039
2022-03-21,1.0,-0.18,-0.94,1.59,-0.17,1.56,2.168164202646561
2022-03-22,1.0,1.31,-0.22,-1.16,-0.82,-1.0,-0.983436342008015
2022-03-23,1.0,-1.26,-0.61,0.38,-0.49,1.54,-0.7492599925926102
2022-03-24,1.0,1.42,-0.32,-0.79,-0.47,-0.2,5.802318044764032
2022-03-25,1.0,0.27,-0.3,2.18,0.22,1.32,-0.7135158210084369
2022-03-28,1.0,0.73,-0.87,-1.7,0.49,-1.18,0.47630960436677583
2022-03-29,1.0,1.45,1.2,-1.92,-0.34,-0.96,2.4866978927858163
2022-03-30,1.0,-0.83,-1.12,0.4,0.39,0.9,-3.254079385696007
2022-03-31,1.0,-1.55,0.62,-0.44,-0.22,0.39,-8.28720414498435
2022-04-01,1.0,0.39,0.57,-0.59,-0.91,0.1,-1.0527595893551833
2022-04-04,1.0,0.94,-0.54,-1.88,-0.78,-0.65,2.1618581986195218
2022-04-05,1.0,-1.54,-0.73,0.84,0.71,0.18,-3.3575539902707052
2022-04-06,1.0,-1.24,-0.31,1.09,0.25,0.85,-2.949887413291701
2022-04-07,1.0,0.33,-0.61,-0.13,0.38,0.34,0.047232905026512895
2022-04-08,1.0,-0.39,-0.53,2.24,0.37,1.04,-2.623446190407679
2022-04-11,1.0,-1.53,0.62,1.06,0.44,0.06,-3.595056686552449
2022-04-12,1.0,-0.29,0.57,0.46,-0.24,1.04,-2.332317868367444
2022-04-13,1.0,1.4,0.62,-0.71,-1.0,0.03,2.775024639334618
2022-04-14,1.0,-1.28,0.32,1.41,0.19,0.93,-4.789214044877293
2022-04-18,1.0,-0.21,-0.57,1.8,0.76,0.61,0.8908996914137001
2022-04-19,1.0,1.77,0.4,-0.95,0.53,-1.27,3.236832501107163
2022-04-20,1.0,-0.28,0.48,1.26,0.78,1.11,-3.0031702805606897
2022-04-21,1.0,-1.75,-0.56,0.41,1.76,0.39,-4.436224758384237
2022-04-22,1.0,-2.74,0.25,-0.16,-0.13,-0.22,-1.9041709666252005
2022-04-25,1.0,0.71,0.12,-1.84,0.11,-1.06,2.89212805697306
2022-04-26,1.0,-3.0,-0.36,1.79,0.24,1.21,-6.098693935855542
2022-04-27,1.0,0.12,-0.56,0.34,0.14,0.79,-0.29456504139188555
2022-04-28,1.0,2.44,-0.51,-0.45,0.46,0.1,5.5695988971118
2022-04-29,1.0,-3.53,0.87,0.59,-0.23,0.66,-4.597165522796514
2022-05-02,1.0,0.8,0.39,-1.15,-0.61,-1.32,5.0504497946656075
2022-05-03,1.0,0.41,0.16,1.62,0.01,1.15,1.4348870971850958
2022-05-04,1.0,3.0,-0.47,0.24,0.0,0.09,9.095895825064256
2022-05-05,1.0,-3.8,-0.25,2.37,0.59,1.14,-5.583373289659614
2022-05-06,1.0,-0.85,-1.01,1.77,1.0,1.37,1.56498865270845
2022-05-09,1.0,-3.54,-0.06,1.37,4.2,-0.32,-9.41991763422501
2022-05-10,1.0,0.2,-0.5,-1.22,-0.66,0.32,2.743329237878618
2022-05-11,1.0,-1.95,-0.59,2.59,0.7,0.94,-0.9138875885757393
2022-05-12,1.0,0.17,1.2,-1.23,-0.37,-1.1,-0.9791626800071108
2022-05-13,1.0,2.76,0.39,-2.2,-2.15,-0.67,9.256989218944874
2022-05-16,1.0,-0.6,0.09,1.34,0.19,1.32,-0.9261522891110531
2022-05-17,1.0,2.14,0.94,-0.05,-0.7,-0.32,8.73202583137856
2022-05-18,1.0,-4.04,0.46,1.53,-0.54,0.36,-6.041794737646216
2022-05-19,1.0,-0.34,0.4,-0.8,-1.2,-0.84,0.40406792126413504
2022-05-20,1.0,-0.05,-0.14,-0.19,-0.1,0.17,-3.2801954370426922
2022-05-23,1.0,1.74,-0.92,1.29,-0.03,1.03,1.6781440586355179
2022-05-24,1.0,-1.23,-0.47,1.85,1.42,1.12,-4.113754859856926
2022-05-25,1.0,1.22,0.74,0.21,-0.54,0.01,1.633486401835078
2022-05-26,1.0,2.18,0.03,-0.62,-0.15,-0.31,6.582916215497587
2022-05-27,1.0,2.58,0.04,-1.31,-0.66,-0.25,3.5534325430181934
2022-05-31,1.0,-0.71,-0.39,0.45,0.8,-0.25,-0.3921612727584557
2022-06-01,1.0,-0.75,0.22,0.79,-0.18,1.07,-0.6313127683227141
2022-06-02,1.0,2.09,0.42,-2.07,-0.45,-1.49,7.278164817532204
2022-06-03,1.0,-1.63,1.01,0.53,-0.78,0.45,-2.11184369035913
2022-06-06,1.0,0.33,0.06,0.65,0.47,0.19,-0.6144783699135207
2022-06-07,1.0,0.99,0.18,-0.14,-1.56,0.67,-0.35321556198595594
2022-06-08,1.0,-1.02,-0.27,-0.53,-0.68,-0.22,-3.2134837505779306
2022-06-09,1.0,-2.44,0.44,0.26,0.87,0.15,-3.045196690579835
2022-06-10,1.0,-3.0,0.27,0.62,0.31,0.48,-4.031343354249298
2022-06-13,1.0,-4.13,-0.47,0.62,1.7,-0.38,-8.260753486875508
2022-06-14,1.0,-0.25,0.11,0.12,0.11,0.04,-0.003
2022-06-15,1.0,1.55,-0.02,-1.65,-0.2,-1.13,2.652483670209824
2022-06-16,1.0,-3.52,-1.09,0.03,0.61,-0.66,-8.121700730388485
2022-06-17,1.0,0.47,0.73,-2.63,0.36,-2.0,-0.5880132103356609
2022-06-21,1.0,2.38,-0.83,0.24,-0.91,0.01,2.718590326111012
2022-06-22,1.0,-0.18,0.03,-1.77,0.63,-1.61,-0.05073948572655007
2022-06-23,1.0,1.13,0.3,-3.85,0.5,-1.86,-1.5791190385960798
2022-06-24,1.0,3.11,-0.41,-0.04,0.11,-0.33,5.638151896959218
2022-06-27,1.0,-0.28,0.77,1.24,-0.29,1.29,-1.059497645383858
2022-06-28,1.0,-2.1,0.04,2.36,-0.68,1.28,-6.247202244827046
2022-06-29,1.0,-0.2,-0.59,-1.3,1.09,-0.86,-3.4568263898097444
2022-06-30,1.0,-0.96,0.51,-0.15,0.89,-0.17,-1.9519635654580838
2022-07-01,1.0,1.15,-0.02,0.1,-0.74,-0.06,-3.6655705597762616
2022-07-05,1.0,0.49,1.12,-3.34,-1.76,-2.15,2.072827497386624
2022-07-06,1.0,0.17,-0.88,-0.72,0.05,-0.32,0.19547012229555305
2022-07-07,1.0,1.77,0.89,-0.97,-0.84,-1.32,5.2382092337445
2022-07-08,1.0,-0.07,0.07,-0.07,-0.25,-0.21,0.05904592741395165
2022-07-11,1.0,-1.39,-0.99,1.59,1.72,1.25,-3.0285766503217197
2022-07-12,1.0,-0.88,0.85,0.51,0.1,0.84,-0.770726915255711
2022-07-13,1.0,-0.39,0.42,-0.38,0.04,-0.33,1.5151147504490576
2022-07-14,1.0,-0.41,-0.47,-1.0,0.78,-0.04,1.389191276861705
2022-07-15,1.0,1.95,0.04,0.46,-0.22,-0.39,3.189387003762971
2022-07-18,1.0,-0.71,0.37,1.02,0.15,-0.09,0.39052557319223924
2022-07-19,1.0,2.8,0.84,-0.56,-0.27,-0.59,5.460812638542194
2022-07-20,1.0,0.89,1.08,-1.32,-1.48,-1.49,4.1296785809183545
2022-07-21,1.0,0.97,-0.33,-1.6,-0.26,-0.89,1.8521959376609538
2022-07-22,1.0,-1.19,-0.84,1.38,1.74,1.52,-3.286465675680113
2022-07-25,1.0,0.11,0.1,1.68,0.65,0.52,-0.6396385565185252
2022-07-26,1.0,-1.32,0.34,1.06,0.57,1.16,-2.619948014139391
2022-07-27,1.0,2.72,0.16,-1.26,-0.2,-1.34,5.3567034543392555
2022-07-28,1.0,1.19,-0.04,-0.87,0.15,-0.87,2.0556732135456763
2022-07-29,1.0,1.44,-0.88,0.45,0.49,-1.16,3.0504377742841133
2022-08-01,1.0,-0.19,0.18,-0.26,0.17,0.34,2.4372180890705
2022-08-02,1.0,-0.49,0.58,-1.4,-2.16,-0.46,2.5855132960214657
2022-08-03,1.0,1.67,0.28,-1.92,-1.49,-0.7,-1.2165855237907062
2022-08-04,1.0,-0.06,0.41,-1.64,-1.31,-0.86,5.925334225205367
2022-08-05,1.0,-0.05,0.94,-0.06,-1.27,-0.23,-1.547799872126335
2022-08-08,1.0,0.0,0.97,-0.08,-0.45,0.22,-2.1974222629481264
2022-08-09,1.0,-0.68,-1.37,2.11,0.87,1.27,-4.534830012103189
2022-08-10,1.0,2.36,0.76,-1.6,-1.39,-1.36,3.6658560839389978
2022-08-11,1.0,-0.07,0.21,1.64,0.75,0.89,-0.9469200166806777
2022-08-12,1.0,1.76,0.49,-0.74,-0.65,-0.53,2.7539231640992448
2022-08-15,1.0,0.38,-0.02,-0.63,-0.18,-0.01,0.17051859754736132
2022-08-16,1.0,0.19,-0.15,0.7,1.03,0.52,-0.8099059210550683
2022-08-17,1.0,-0.93,-0.92,1.04,1.28,0.66,-1.9341480678215093
2022-08-18,1.0,0.27,0.35,0.46,0.79,0.08,2.2002078685945916
2022-08-19,1.0,-1.5,-0.94,0.97,1.06,1.25,-4.478335906038436
2022-08-22,1.0,-2.14,-0.04,0.38,0.19,0.2,-3.2492722347757605
2022-08-23,1.0,-0.11,0.12,0.32,-0.37,-0.19,-0.38499104688380115
2022-08-24,1.0,0.4,0.52,-0.62,-1.44,-0.48,0.2514934573547869
2022-08-25,1.0,1.45,0.12,-0.01,0.15,-0.38,4.790874999619485
2022-08-26,1.0,-3.38,-0.27,1.68,0.22,0.85,-6.182109879767553
2022-08-29,1.0,-0.72,-0.39,0.43,0.25,0.43,-2.9582110467239717
2022-08-30,1.0,-1.11,-0.38,-0.24,-0.24,0.12,-1.7596052206821176
2022-08-31,1.0,-0.74,0.23,-0.44,-0.63,-0.13,-2.3889519630728193
2022-09-01,1.0,-0.01,-1.04,-0.29,0.62,0.55,-3.0018135187077486
2022-09-02,1.0,-0.99,0.11,1.06,-0.06,0.26,-2.5475690766459023
2022-09-06,1.0,-0.51,-0.54,-0.51,-0.17,-0.7,-1.9033129156696158
2022-09-07,1.0,1.92,0.41,-1.53,-1.3,-0.54,1.1215886380174047
2022-09-08,1.0,0.78,-0.15,-0.2,-1.29,-1.02,3.9729094895636954
2022-09-09,1.0,1.67,0.38,-0.52,-0.1,-0.49,3.216414602945209
2022-09-12,1.0,1.07,0.25,-0.17,-0.13,-0.13,-0.9569199385862724
2022-09-13,1.0,-4.29,0.05,1.44,-0.3,0.89,-9.000021579901237
2022-09-14,1.0,0.44,-0.18,-0.28,-0.73,-0.43,0.5362397450357971
2022-09-15,1.0,-1.03,0.39,0.54,-0.35,0.23,-1.0290042830998956
2022-09-16,1.0,-0.98,-0.75,0.85,1.68,0.95,-0.20467116972765143
2022-09-19,1.0,0.72,-0.08,0.67,0.61,-0.07,0.3308176703393707
2022-09-20,1.0,-1.16,-0.3,0.06,-0.12,0.33,-1.9889357946223005
2022-09-21,1.0,-1.68,0.33,0.08,0.38,0.1,-1.0322513529121689
2022-09-22,1.0,-1.14,-1.16,0.42,1.16,0.91,-6.695362959823889
2022-09-23,1.0,-1.85,-0.48,-0.8,0.19,-0.25,-2.224828655435026
2022-09-26,1.0,-1.02,-0.06,-0.75,0.18,-0.41,-2.4516074971712563
2022-09-27,1.0,-0.05,0.58,-0.93,-0.63,-0.9,1.3032097694449942
2022-09-28,1.0,2.15,0.92,-0.33,-0.87,-0.71,1.7626279199727848
2022-09-29,1.0,-2.17,-0.28,0.87,0.44,0.5,-6.182202432745595
2022-09-30,1.0,-1.42,0.59,0.27,-0.66,-0.09,-1.2250879119415101
2022-10-03,1.0,2.55,0.01,0.68,0.9,0.36,4.329277735967568
2022-10-04,1.0,3.3,0.72,-0.07,-1.04,-0.3,2.6966098910927325
2022-10-05,1.0,-0.22,-0.37,0.06,0.35,0.16,0.047911509025660895
2022-10-06,1.0,-0.86,0.46,0.12,-0.11,-0.47,-0.14347566095214714
2022-10-07,1.0,-2.91,-0.23,1.68,0.97,1.46,-13.879828384721643
2022-10-10,1.0,-0.81,0.24,0.76,1.52,0.4,-1.0890240729335698
2022-10-11,1.0,-0.7,0.62,0.32,0.57,0.65,-0.32236533627370567
2022-10-12,1.0,-0.27,0.02,0.02,-0.02,0.01,0.37074111040851776
2022-10-13,1.0,2.4,-0.27,1.57,0.55,0.95,1.8731835459606716
2022-10-14,1.0,-2.46,-0.21,1.2,0.53,1.58,-5.100922073124265
2022-10-17,1.0,2.74,0.37,-1.43,-1.01,-1.18,3.6000127053153195
2022-10-18,1.0,1.19,-0.13,0.01,-0.43,0.03,-0.0800146931663027
2022-10-19,1.0,-0.87,-1.2,1.21,0.7,0.77,-1.2022960091889912
2022-10-20,1.0,-0.8,-0.33,-0.43,-0.61,0.12,0.9325626766497229
2022-10-21,1.0,2.3,-0.05,0.1,0.61,-0.21,1.8065510277660624
2022-10-24,1.0,1.03,-0.63,0.44,1.16,0.48,-0.21501042588805708
2022-10-25,1.0,1.78,1.02,-1.52,-1.19,-1.22,4.707910428894785
2022-10-26,1.0,-0.66,0.7,0.89,-0.8,0.67,-2.8416517714542735
2022-10-27,1.0,-0.54,0.43,1.06,-0.36,0.52,-1.9028484459658934
2022-10-28,1.0,2.33,0.05,-0.33,0.38,0.61,5.808112519120684
2022-10-31,1.0,-0.67,0.47,0.75,-0.21,0.49,-3.1556492517724246
2022-11-01,1.0,-0.35,0.44,0.78,-0.01,0.4,-0.680003191363207
2022-11-02,1.0,-2.67,-0.87,1.61,0.21,1.05,-1.740447840984291
2022-11-03,1.0,-1.03,0.39,0.31,-0.13,0.06,2.5103041365748733
2022-11-04,1.0,1.16,-0.25,1.27,2.21,0.63,3.4463194064836364
2022-11-07,1.0,0.87,-0.34,0.61,1.06,0.94,1.4171034314181015
2022-11-08,1.0,0.5,-0.55,-0.36,-0.19,0.06,1.2066668051923497
2022-11-09,1.0,-2.25,-0.52,0.55,0.95,1.06,-6.169051525598143
2022-11-10,1.0,5.68,1.01,-3.11,-0.67,-2.73,14.255030896247625
2022-11-11,1.0,1.07,0.17,-1.08,-0.9,-1.14,5.68192734971307
2022-11-14,1.0,-0.95,-0.25,0.26,0.54,0.42,1.5888685763310069
2022-11-15,1.0,1.03,0.46,-0.7,-0.49,-0.51,3.8483745606327866
2022-11-16,1.0,-1.03,-1.07,0.57,1.19,0.93,-4.819559337896048
2022-11-17,1.0,-0.42,-0.29,0.58,1.38,0.75,1.6366253480189858
2022-11-18,1.0,0.4,-0.09,0.08,0.4,0.62,-0.46055185959519007
2022-11-21,1.0,-0.53,-0.21,0.99,0.48,1.1,-1.5227679964060907
2022-11-22,1.0,1.35,-0.38,0.43,0.72,-0.23,3.836401532954484
2022-11-23,1.0,0.63,-0.24,-0.94,-0.75,-0.57,1.5142412304038706
2022-11-25,1.0,-0.02,0.27,0.43,-0.16,0.14,-1.6632174228604828
2022-11-28,1.0,-1.55,-0.47,-0.2,0.3,0.29,-2.6091516689935226
2022-11-29,1.0,-0.18,0.34,1.03,0.19,0.48,0.2592571957519747
2022-11-30,1.0,3.12,-0.15,-2.07,-0.77,-1.41,5.76335100017942
2022-12-01,1.0,-0.02,0.04,-0.69,-0.32,-0.32,-0.2092164134886283
2022-12-02,1.0,-0.08,0.84,-0.55,-0.42,0.31,-3.2426389928805817
2022-12-05,1.0,-2.02,-0.55,-0.51,0.87,0.97,-1.8298177506840547
2022-12-06,1.0,-1.51,-0.02,1.16,0.82,0.71,-4.566402035500001
2022-12-07,1.0,-0.24,-0.17,-0.34,0.08,-0.21,-0.20099681176631368
2022-12-08,1.0,0.77,-0.09,-1.22,-0.57,-0.63,0.45449021090153074
2022-12-09,1.0,-0.8,-0.53,0.36,0.24,0.14,-2.6838087842294196
2022-12-12,1.0,1.41,-0.28,-0.16,-0.24,-0.13,3.0165148594674056
2022-12-13,1.0,0.66,0.08,-0.74,-0.28,-0.59,1.3707318272610785
2022-12-14,1.0,-0.56,0.04,-0.43,-0.15,-0.08,-3.8122333046436925
2022-12-15,1.0,-2.57,-0.11,1.37,0.26,0.36,-3.497795321707981
2022-12-16,1.0,-1.02,0.55,0.19,-0.05,0.4,-1.6994437663269975
2022-12-19,1.0,-1.01,-0.62,1.24,0.68,1.18,-1.269642070492289
2022-12-20,1.0,0.13,0.25,0.25,-0.5,0.46,0.6961949836639496
2022-12-21,1.0,1.52,0.14,-0.13,0.37,-0.28,4.027039400513759
2022-12-22,1.0,-1.52,0.21,0.37,-0.08,0.87,-5.660207561464931
2022-12-23,1.0,0.51,-0.34,1.16,0.86,0.46,1.017504582534972
2022-12-27,1.0,-0.51,-0.44,1.42,1.16,1.22,-1.9533779453490836
2022-12-28,1.0,-1.23,-0.3,-0.29,-0.96,-0.04,-1.1223707252645605
2022-12-29,1.0,1.87,1.03,-1.07,-1.02,-0.82,3.5799725283267296
2022-12-30,1.0,-0.22,0.14,-0.03,-0.54,0.0,-0.0931413946208388
2023-01-03,1.0,-0.47,0.05,-0.12,0.25,0.52,-1.174943552372076
2023-01-04,1.0,0.81,0.56,0.04,-0.78,0.0,0.9826986138740782
2023-01-05,1.0,-1.14,0.15,1.21,0.78,0.8,-3.620466902399921
2023-01-06,1.0,2.21,-0.01,0.04,0.85,0.14,2.598108624312379
2023-01-09,1.0,0.04,0.35,-1.24,-0.69,-1.0,5.1112032930690665
2023-01-10,1.0,0.8,0.86,-0.57,-0.46,-0.47,1.1876478490814084
2023-01-11,1.0,1.26,0.02,-0.82,-0.18,-1.02,1.4671946532577755
